"","Gene1","Gene2","Correlation"
"56535","C9orf16","TBC1D15",0.656531353905764
"56571","DIAPH1","TBC1D15",0.756062655414131
"56598","MFF","TBC1D15",0.607893527285766
"56601","GRN","TBC1D15",0.66900377288731
"56603","PSMA1","TBC1D15",0.709993971124839
"56604","STX4","TBC1D15",0.709993971124839
"56605","ARRDC3","TBC1D15",0.750175375918181
"56607","FN3KRP","TBC1D15",0.750175375918181
"56621","PHACTR4","TBC1D15",0.5964243339292
"56623","KPNA1","TBC1D15",0.5964243339292
"56625","CCM2","TBC1D15",0.5964243339292
"56626","ARAP1","TBC1D15",0.5964243339292
"56627","CAND1","TBC1D15",0.5964243339292
"56628","AHSA1","TBC1D15",0.5964243339292
"56629","GGA3","TBC1D15",0.5964243339292
"56630","MKKS","TBC1D15",0.5964243339292
"56631","RPN2","TBC1D15",0.5964243339292
"56632","PIGT","TBC1D15",0.5964243339292
"56680","ICAM2","TAL1",0.623436476395715
"56684","CCNG1","TAL1",0.640454079421701
"56694","RHOC","TAL1",0.561889904756179
"56697","SPOCD1","TAL1",0.748859999387416
"56698","ACP1","TAL1",0.553981158174304
"56700","NDFIP1","TAL1",0.554139532813161
"56701","CD47","TAL1",0.844161147254818
"56703","MRPL51","TAL1",0.654757828716902
"56704","RNF213","TAL1",0.69173607127047
"56705","JAK1","TAL1",0.687074833161088
"56706","SDHA","TAL1",0.669819908532272
"56708","HMGB2","TAL1",0.697691220637563
"56709","RBCK1","TAL1",0.681358618204185
"56711","ATP9A","TAL1",0.715362907367399
"56713","LINC01003","TAL1",0.718148794629383
"56714","FAM212A","TAL1",0.752265852188278
"56716","NEXN","TAL1",0.743805489364701
"56717","ABCC3","TAL1",0.74093074442294
"56718","RILPL2","TAL1",0.828152371418934
"56719","NFKBIA","TAL1",0.819366883866188
"56722","ARG2","TAL1",0.854899124099753
"56723","PPP1R14A","TAL1",0.864121049384223
"56728","FCGR2A","TAL1",1
"56731","ARID5B","TAL1",1
"56732","AKTIP","TAL1",1
"56734","PLAGL2","TAL1",1
"56735","IL17RA","TAL1",1
"56736","SAMSN1","TAL1",1
"56739","RGS18","TAL1",0.660854355440694
"56757","CD82","CTSS",0.726082020470901
"56819","CFD","CTSS",0.726851324769642
"56848","BNIP2","CTSS",0.584489005076433
"56932","CEBPB","CTSS",0.726851324769642
"56941","CORO7","CTSS",0.827977569187433
"56947","ANKRD49","CTSS",0.623835037000379
"56949","CTNNBL1","CTSS",0.623835037000379
"56960","BBC3","CTSS",0.726851324769642
"56982","CTSC","CTSS",0.726851324769642
"57043","CHIC2","CTSS",0.726851324769642
"57049","ADA","CTSS",0.726851324769642
"57051","ATP6V0B","CTSS",0.726851324769642
"57060","AFAP1L2","CTSS",0.726851324769642
"57065","CD79B","CTSS",0.726851324769642
"57070","CKS1B","CTSS",0.726851324769642
"57077","ANXA5","CTSS",0.726851324769642
"57079","ABRACL","CTSS",0.726851324769642
"57084","CFP","CTSS",0.726851324769642
"57108","CGRRF1","CTSS",0.726851324769642
"57116","ABI3","CTSS",0.726851324769642
"57120","C5AR1","CTSS",0.726851324769642
"57124","ATXN10","CTSS",0.726851324769642
"57173","ADI1","UBE2D2",0.727530010951299
"57199","LDLRAP1","UBE2D2",0.761603713431815
"57200","LCN2","UBE2D2",0.873945510254786
"57204","ENKUR","UBE2D2",0.845247154268854
"57205","AGPAT1","UBE2D2",0.560356797304131
"57209","GFI1B","UBE2D2",0.783522593323918
"57232","N4BP2L1","UBE2D2",0.854278369920511
"57242","MTIF3","UBE2D2",0.87354662867103
"57243","SPG20","UBE2D2",0.87354662867103
"57244","POLE4","UBE2D2",0.775741104129275
"57265","GUSB","UBE2D2",0.688231667729127
"57266","CTSZ","UBE2D2",0.688231667729127
"57269","DOCK10","UBE2D2",0.682580116893739
"57270","TMEM14B","UBE2D2",0.682580116893739
"57271","TSPAN15","UBE2D2",0.682580116893739
"57272","SCPEP1","UBE2D2",0.682580116893739
"57280","C16orf13","UBE2D2",0.571596372951725
"57281","TAOK3","UBE2D2",0.624795257348076
"57301","ARHGDIA","UBE2D2",0.586702310425718
"57309","SLBP","UBE2D2",0.610037183747841
"57310","LGALS3","UBE2D2",0.610037183747841
"57311","PDIA3","UBE2D2",0.610037183747841
"57312","SRSF6","UBE2D2",0.610037183747841
"57316","CCT7","UBE2D2",0.601173510830309
"57670","ANKRD49","ANXA1",0.60627448054311
"57769","GSTO1","NEXN",0.575627948654988
"57772","ACRBP","NEXN",0.642517157201641
"57774","CLDN5","NEXN",0.586222577237324
"57782","HIST1H2BJ","NEXN",0.629460128238277
"57784","MAP3K7CL","NEXN",0.690493435107142
"57815","ESAM","NEXN",0.702141069830767
"57816","ICAM2","NEXN",0.92447964131495
"57819","C19orf33","NEXN",0.556412081708862
"57820","CCNG1","NEXN",0.800639594803925
"57825","CAPZA2","NEXN",0.605735583458377
"57832","FYB","NEXN",0.637750890807358
"57835","ACP1","NEXN",0.759240292189511
"57839","NDFIP1","NEXN",0.606737009686733
"57845","CD47","NEXN",0.889325095154807
"57860","HMGB2","NEXN",0.652868974819336
"57866","ATP9A","NEXN",0.628650872296671
"57871","LINC01003","NEXN",0.978905974404129
"57872","FAM212A","NEXN",0.88084389150545
"57883","ABCC3","NEXN",0.868005768465924
"57898","ARG2","NEXN",0.888877734872227
"57925","FCGR2A","NEXN",0.743805489364701
"57928","ARID5B","NEXN",0.743805489364701
"57929","AKTIP","NEXN",0.743805489364701
"57932","IL17RA","NEXN",0.743805489364701
"57943","FAM212B","NEXN",0.568480689589732
"57991","CORO1C","NEXN",0.565865787580821
"57992","EGLN3","NEXN",0.565865787580821
"57994","GP6","NEXN",0.565865787580821
"58000","CD55","NEXN",0.551873137307909
"58001","ASAP2","NEXN",0.551873137307909
"58002","FGFR1OP2","NEXN",0.551873137307909
"58003","MAP2K3","NEXN",0.551873137307909
"58004","HDAC5","NEXN",0.551873137307909
"58261","AC137932.6","BNIP2",0.578108537040134
"58275","ATP1A1","BNIP2",0.720217044971855
"58288","ACOT13","BNIP2",0.669326609367935
"58290","ATP6AP1","BNIP2",0.669326609367935
"58293","ARPP19","BNIP2",0.669326609367935
"58306","ANKRD49","BNIP2",0.60761429451897
"58440","CD82","SPNS1",0.600541286095434
"58447","RBBP6","SPNS1",0.68815745731002
"58448","HLA-DRA","SPNS1",0.580596496612258
"58463","GMPR","SPNS1",0.564482926731223
"58515","SERPINE2","SPNS1",0.693076978244144
"58519","RTN4","SPNS1",0.637503882914051
"58542","PSMC5","SPNS1",0.574654133948776
"58543","RFXANK","SPNS1",0.574654133948776
"58565","MOB2","SPNS1",0.607544433159097
"58570","BET1","SPNS1",0.608185463961324
"58571","OAS1","SPNS1",0.608185463961324
"58579","CORO7","SPNS1",0.616120741723748
"58580","FAM32A","SPNS1",0.616120741723748
"58582","SNAPIN","SPNS1",0.574654133948776
"58583","RAD21","SPNS1",0.574654133948776
"58584","FAM120A","SPNS1",0.574654133948776
"58585","ANKRD49","SPNS1",0.574654133948776
"58587","CTNNBL1","SPNS1",0.574654133948776
"58588","HAVCR2","SPNS1",0.566833377344942
"58590","FBXW5","SPNS1",0.566833377344942
"58591","PRF1","SPNS1",0.566833377344942
"58592","AHNAK","SPNS1",0.566833377344942
"58593","MEG3","SPNS1",0.566833377344942
"58594","SNX20","SPNS1",0.566833377344942
"58595","ATP5H","SPNS1",0.566833377344942
"58596","APMAP","SPNS1",0.566833377344942
"58812","AIF1","GSTP1",0.770596621042188
"58861","CD37","GSTP1",0.552324499713224
"58863","CARHSP1","GSTP1",0.969508886583221
"58868","C19orf24","GSTP1",0.630156723842903
"58885","BET1","GSTP1",0.762894269157861
"58901","FBXW5","GSTP1",0.592759733125227
"58903","AHNAK","GSTP1",0.592759733125227
"58906","ATP5H","GSTP1",0.592759733125227
"58907","APMAP","GSTP1",0.592759733125227
"58919","AATK","GSTP1",0.720223516341226
"58925","COX5A","GSTP1",0.655114889508233
"58952","EIF3H","GSTP1",0.726349384815125
"58953","BLOC1S1","GSTP1",0.726349384815125
"58954","ERH","GSTP1",0.726349384815125
"58963","CCDC109B","GSTP1",0.720821799022326
"58965","ATP5A1","GSTP1",0.720821799022326
"58967","DDT","GSTP1",0.720821799022326
"58988","DGUOK","GSTP1",0.686597131074244
"58995","DNPH1","GSTP1",0.686597131074244
"59000","ASB8","GSTP1",0.686597131074244
"59002","FAM173A","GSTP1",0.686597131074244
"59171","CCND3","SMOX",0.557171170464408
"59187","AC147651.3","SMOX",0.549828036075647
"59192","FCER1G","SMOX",0.687467344366736
"59200","C19orf33","SMOX",0.660741714739821
"59230","LGALSL","SMOX",0.933618229583889
"59231","NFE2","SMOX",0.556825612729664
"59239","CFD","SMOX",0.614348746592594
"59291","ATP5C1","SMOX",0.90564019198715
"59301","LST1","SMOX",0.614348746592594
"59313","LYN","SMOX",0.572934020507809
"59314","CD37","SMOX",0.582987957324988
"59319","SF3B5","SMOX",0.654658630459776
"59320","S100A11","SMOX",0.614348746592594
"59321","FCGR3A","SMOX",0.614348746592594
"59327","ARF4","SMOX",0.86846768728561
"59331","MAPK14","SMOX",0.614348746592594
"59334","ERV3-1","SMOX",0.562069280290742
"59335","FAM212B","SMOX",0.732931219851387
"59336","KDELR2","SMOX",0.583431227580451
"59357","RP11-349A22.5","SMOX",0.824345360925126
"59358","CEBPB","SMOX",0.614348746592594
"59363","MYLK","SMOX",0.65529906622447
"59370","PPT1","SMOX",0.761488807877148
"59373","FOPNL","SMOX",0.761488807877148
"59374","CRLS1","SMOX",0.761488807877148
"59380","RFC2","SMOX",0.586805903022084
"59381","RAB1B","SMOX",0.586805903022084
"59382","CIRH1A","SMOX",0.586805903022084
"59383","NBR1","SMOX",0.586805903022084
"59384","LGALS3BP","SMOX",0.586805903022084
"59385","ACTN4","SMOX",0.586805903022084
"59386","BBC3","SMOX",0.614348746592594
"59412","HLA-DPA1","SMOX",0.614348746592594
"59413","CTSC","SMOX",0.614348746592594
"59414","CORO1C","SMOX",0.699661676844501
"59415","EGLN3","SMOX",0.699661676844501
"59416","PPM1N","SMOX",0.699661676844501
"59417","GP6","SMOX",0.699661676844501
"59422","FCGRT","SMOX",0.614348746592594
"59423","GNAZ","SMOX",0.614348746592594
"59424","CD55","SMOX",0.668542163571627
"59425","ASAP2","SMOX",0.668542163571627
"59426","FGFR1OP2","SMOX",0.668542163571627
"59427","MAP2K3","SMOX",0.668542163571627
"59428","HDAC5","SMOX",0.668542163571627
"59436","EIF5","SMOX",0.614348746592594
"59437","NUDC","SMOX",0.592359787172736
"59439","SH3GLB1","SMOX",0.592359787172736
"59440","DCAF8","SMOX",0.592359787172736
"59441","PFDN2","SMOX",0.592359787172736
"59442","SELL","SMOX",0.592359787172736
"59443","IL7R","SMOX",0.592359787172736
"59444","BTN3A2","SMOX",0.592359787172736
"59446","FNTA","SMOX",0.592359787172736
"59447","COMMD3","SMOX",0.592359787172736
"59448","NAP1L4","SMOX",0.592359787172736
"59449","PTGDR","SMOX",0.592359787172736
"59451","PLEKHJ1","SMOX",0.592359787172736
"59452","LSM14A","SMOX",0.592359787172736
"59453","EIF1AY","SMOX",0.592359787172736
"59473","FGR","SMOX",0.614348746592594
"59475","CHIC2","SMOX",0.614348746592594
"59478","FGL2","SMOX",0.614348746592594
"59480","FRMD3","SMOX",0.614348746592594
"59481","ADA","SMOX",0.614348746592594
"59482","POU2F2","SMOX",0.614348746592594
"59504","ATP6V0B","SMOX",0.614348746592594
"59505","CYTIP","SMOX",0.614348746592594
"59506","HLA-DRB5","SMOX",0.614348746592594
"59508","HBP1","SMOX",0.614348746592594
"59509","ITM2A","SMOX",0.614348746592594
"59510","SLC31A2","SMOX",0.614348746592594
"59511","KLF6","SMOX",0.614348746592594
"59512","KIF5B","SMOX",0.614348746592594
"59513","AFAP1L2","SMOX",0.614348746592594
"59514","RHOG","SMOX",0.614348746592594
"59515","MS4A7","SMOX",0.614348746592594
"59516","DNAJC15","SMOX",0.614348746592594
"59518","CD79B","SMOX",0.614348746592594
"59519","RBM39","SMOX",0.614348746592594
"59520","RP11-290F20.3","SMOX",0.614348746592594
"59521","EFHD2","SMOX",0.614348746592594
"59522","PTAFR","SMOX",0.614348746592594
"59523","CKS1B","SMOX",0.614348746592594
"59524","RNF187","SMOX",0.614348746592594
"59526","EIF4E2","SMOX",0.614348746592594
"59527","KLHL6","SMOX",0.614348746592594
"59528","PARL","SMOX",0.614348746592594
"59529","NAAA","SMOX",0.614348746592594
"59530","ANXA5","SMOX",0.614348746592594
"59531","H2AFY","SMOX",0.614348746592594
"59532","ABRACL","SMOX",0.614348746592594
"59534","GNB2","SMOX",0.614348746592594
"59535","GIMAP7","SMOX",0.614348746592594
"59536","MID1IP1","SMOX",0.614348746592594
"59537","CFP","SMOX",0.614348746592594
"59538","RBM3","SMOX",0.614348746592594
"59539","NONO","SMOX",0.614348746592594
"59540","LYPLA1","SMOX",0.614348746592594
"59541","NDUFB6","SMOX",0.614348746592594
"59542","DNAJA1","SMOX",0.614348746592594
"59543","PPP6C","SMOX",0.614348746592594
"59545","RXRA","SMOX",0.614348746592594
"59546","FCN1","SMOX",0.614348746592594
"59547","GDI2","SMOX",0.614348746592594
"59548","PRPF18","SMOX",0.614348746592594
"59549","IFITM3","SMOX",0.614348746592594
"59552","FKBP2","SMOX",0.614348746592594
"59553","PICALM","SMOX",0.614348746592594
"59554","SMCO4","SMOX",0.614348746592594
"59557","KCTD10","SMOX",0.614348746592594
"59558","HCAR3","SMOX",0.614348746592594
"59559","EPSTI1","SMOX",0.614348746592594
"59560","GMPR2","SMOX",0.614348746592594
"59561","CGRRF1","SMOX",0.614348746592594
"59562","SIVA1","SMOX",0.614348746592594
"59563","EMC7","SMOX",0.614348746592594
"59564","MRPL28","SMOX",0.614348746592594
"59565","RPUSD1","SMOX",0.614348746592594
"59566","PYCARD","SMOX",0.614348746592594
"59567","SAT2","SMOX",0.614348746592594
"59568","DNAJC7","SMOX",0.614348746592594
"59569","ABI3","SMOX",0.614348746592594
"59570","ERGIC3","SMOX",0.614348746592594
"59571","MAFB","SMOX",0.614348746592594
"59572","S1PR4","SMOX",0.614348746592594
"59573","C5AR1","SMOX",0.614348746592594
"59574","LILRB2","SMOX",0.614348746592594
"59577","ATXN10","SMOX",0.614348746592594
"59672","ARID4B","ATP6V1D",0.686028653464901
"59700","ARAP1","ATP6V1D",0.620528141600352
"59702","AHSA1","ATP6V1D",0.620528141600352
"59728","GABARAPL2","PLBD1",0.553327048645727
"59742","HGD","PLBD1",0.603319165755832
"59760","C6orf25","PLBD1",0.630409827436878
"59775","PACSIN2","PLBD1",0.639376512394714
"59793","HDGF","PLBD1",0.605772421589415
"59797","ATP6V1D","PLBD1",0.976638858127703
"59809","GUCY1B3","PLBD1",0.697960813443378
"59815","ARID4B","PLBD1",0.728982122168983
"59818","CNPY3","PLBD1",0.728982122168983
"59822","C3orf38","PLBD1",0.714050301111594
"59824","NSMAF","PLBD1",0.714050301111594
"59825","CCPG1","PLBD1",0.714050301111594
"59826","NFIC","PLBD1",0.714050301111594
"59827","KCNK6","PLBD1",0.714050301111594
"59828","DUSP22","PLBD1",0.585904754946329
"59833","HNRNPF","PLBD1",0.603910744655364
"59834","ORAI1","PLBD1",0.603910744655364
"59837","GZMB","PLBD1",0.619604765691939
"59840","PHACTR4","PLBD1",0.604481113156365
"59842","KPNA1","PLBD1",0.604481113156365
"59844","CCM2","PLBD1",0.604481113156365
"59845","ARAP1","PLBD1",0.604481113156365
"59846","CAND1","PLBD1",0.604481113156365
"59847","AHSA1","PLBD1",0.604481113156365
"59848","GGA3","PLBD1",0.604481113156365
"59849","MKKS","PLBD1",0.604481113156365
"59851","PIGT","PLBD1",0.604481113156365
"60404","HIST1H2BJ","PCNP",0.743702093539022
"60427","NT5C3A","PCNP",0.5571982135404
"60432","AP3S1","PCNP",0.585402870141432
"60470","ISCU","PCNP",0.789316869232817
"60490","HDGF","PCNP",0.602433553480027
"60531","GUCY1B3","PCNP",0.760602432011829
"60533","LYN","PCNP",0.612028672877884
"60543","ARID4B","PCNP",0.763480633844532
"60546","CNPY3","PCNP",0.763480633844532
"60550","C3orf38","PCNP",0.713981713180913
"60552","NSMAF","PCNP",0.713981713180913
"60553","CCPG1","PCNP",0.713981713180913
"60554","NFIC","PCNP",0.713981713180913
"60555","KCNK6","PCNP",0.713981713180913
"60560","MYLK","PCNP",0.605342309067417
"60579","GMPPA","PCNP",0.551086150642629
"60580","MMRN1","PCNP",0.551086150642629
"60586","CORO1C","PCNP",0.582235285575318
"60587","EGLN3","PCNP",0.582235285575318
"60589","GP6","PCNP",0.582235285575318
"60596","CD55","PCNP",0.600807476772883
"60597","ASAP2","PCNP",0.600807476772883
"60598","FGFR1OP2","PCNP",0.600807476772883
"60599","MAP2K3","PCNP",0.600807476772883
"60600","HDAC5","PCNP",0.600807476772883
"60609","NUDC","PCNP",0.612824784377662
"60612","DCAF8","PCNP",0.612824784377662
"60615","IL7R","PCNP",0.612824784377662
"60616","BTN3A2","PCNP",0.612824784377662
"60618","FNTA","PCNP",0.612824784377662
"60619","COMMD3","PCNP",0.612824784377662
"60620","NAP1L4","PCNP",0.612824784377662
"60624","LSM14A","PCNP",0.612824784377662
"60625","EIF1AY","PCNP",0.612824784377662
"60637","NFYC","PCNP",0.551086150642629
"60639","DUSP23","PCNP",0.551086150642629
"60640","GCA","PCNP",0.551086150642629
"60641","PASK","PCNP",0.551086150642629
"60643","MAEA","PCNP",0.551086150642629
"60646","IDH3G","PCNP",0.551086150642629
"60648","IFIT1","PCNP",0.551086150642629
"60650","DDB2","PCNP",0.551086150642629
"60653","CDC16","PCNP",0.551086150642629
"60654","MAPK1IP1L","PCNP",0.551086150642629
"60656","LAMP5","PCNP",0.551086150642629
"60800","CFD","HLA-DRB1",0.602283823122406
"60816","AGPAT1","HLA-DRB1",0.608446976810408
"60871","CD37","HLA-DRB1",0.568123936385404
"60878","FCGR3A","HLA-DRB1",0.602283823122406
"60890","ERV3-1","HLA-DRB1",0.547412601189665
"60905","DUSP22","HLA-DRB1",0.858031951041736
"60913","CEBPB","HLA-DRB1",0.602283823122406
"60931","GZMB","HLA-DRB1",0.770318344056798
"60935","BBC3","HLA-DRB1",0.602283823122406
"60938","HLA-DMA","HLA-DRB1",0.614725495340355
"60946","CCM2","HLA-DRB1",0.598572683252983
"60947","ARAP1","HLA-DRB1",0.598572683252983
"60948","CAND1","HLA-DRB1",0.598572683252983
"60949","AHSA1","HLA-DRB1",0.598572683252983
"60950","GGA3","HLA-DRB1",0.598572683252983
"60955","AATK","HLA-DRB1",0.715271819146137
"60982","HLA-DPA1","HLA-DRB1",0.602283823122406
"60983","CTSC","HLA-DRB1",0.602283823122406
"60988","EIF3H","HLA-DRB1",0.694304419644737
"60989","BLOC1S1","HLA-DRB1",0.694304419644737
"60990","ERH","HLA-DRB1",0.694304419644737
"60991","FCGRT","HLA-DRB1",0.602283823122406
"60992","GNAZ","HLA-DRB1",0.602283823122406
"60999","CCDC109B","HLA-DRB1",0.665118962633311
"61001","ATP5A1","HLA-DRB1",0.665118962633311
"61003","DDT","HLA-DRB1",0.665118962633311
"61004","EIF5","HLA-DRB1",0.602283823122406
"61024","DGUOK","HLA-DRB1",0.591622004724207
"61030","HLA-DQA1","HLA-DRB1",0.591622004724207
"61031","DNPH1","HLA-DRB1",0.591622004724207
"61036","ASB8","HLA-DRB1",0.591622004724207
"61038","FAM173A","HLA-DRB1",0.591622004724207
"61041","FGR","HLA-DRB1",0.602283823122406
"61043","CHIC2","HLA-DRB1",0.602283823122406
"61046","FGL2","HLA-DRB1",0.602283823122406
"61048","FRMD3","HLA-DRB1",0.602283823122406
"61049","ADA","HLA-DRB1",0.602283823122406
"61107","ATP6V0B","HLA-DRB1",0.602283823122406
"61108","CYTIP","HLA-DRB1",0.602283823122406
"61111","HBP1","HLA-DRB1",0.602283823122406
"61116","AFAP1L2","HLA-DRB1",0.602283823122406
"61119","DNAJC15","HLA-DRB1",0.602283823122406
"61121","CD79B","HLA-DRB1",0.602283823122406
"61124","EFHD2","HLA-DRB1",0.602283823122406
"61126","CKS1B","HLA-DRB1",0.602283823122406
"61129","EIF4E2","HLA-DRB1",0.602283823122406
"61133","ANXA5","HLA-DRB1",0.602283823122406
"61134","H2AFY","HLA-DRB1",0.602283823122406
"61135","ABRACL","HLA-DRB1",0.602283823122406
"61137","GNB2","HLA-DRB1",0.602283823122406
"61138","GIMAP7","HLA-DRB1",0.602283823122406
"61140","CFP","HLA-DRB1",0.602283823122406
"61145","DNAJA1","HLA-DRB1",0.602283823122406
"61149","FCN1","HLA-DRB1",0.602283823122406
"61150","GDI2","HLA-DRB1",0.602283823122406
"61155","FKBP2","HLA-DRB1",0.602283823122406
"61161","HCAR3","HLA-DRB1",0.602283823122406
"61162","EPSTI1","HLA-DRB1",0.602283823122406
"61163","GMPR2","HLA-DRB1",0.602283823122406
"61164","CGRRF1","HLA-DRB1",0.602283823122406
"61166","EMC7","HLA-DRB1",0.602283823122406
"61171","DNAJC7","HLA-DRB1",0.602283823122406
"61172","ABI3","HLA-DRB1",0.602283823122406
"61173","ERGIC3","HLA-DRB1",0.602283823122406
"61176","C5AR1","HLA-DRB1",0.602283823122406
"61180","ATXN10","HLA-DRB1",0.602283823122406
"61181","C4orf3","GYG1",0.823907674861012
"61235","C17orf59","GYG1",0.896207009051856
"61241","C1orf198","GYG1",0.84033843532096
"61243","ADH5","GYG1",0.850278229756539
"61250","DHRS7","GYG1",0.963715117609543
"61286","S100A4","TUBA8",0.560582768259418
"61297","AP3S1","TUBA8",0.559099095191242
"61300","GMPR","TUBA8",0.63608888484785
"61301","TMEM140","TUBA8",0.682722589493463
"61328","NFE2","TUBA8",0.82076317802568
"61331","RAB32","TUBA8",0.660347746688871
"61333","ARHGAP6","TUBA8",0.603343607383271
"61334","HSP90AA1","TUBA8",0.69170639261307
"61343","NPC2","TUBA8",0.742698667223194
"61345","LDLRAP1","TUBA8",0.677863335862247
"61348","GTPBP2","TUBA8",0.879441100541145
"61350","CTTN","TUBA8",0.638589997100998
"61362","IDH2","TUBA8",0.560264976901004
"61377","HLA-DRB1","TUBA8",0.738640873459782
"61411","LYN","TUBA8",0.601087874461789
"61413","CD37","TUBA8",0.670687427667012
"61423","ERV3-1","TUBA8",0.685427437512794
"61427","SSX2IP","TUBA8",0.604277047260442
